accountId,businessDate,openingBalance,netMovement,closingBalance,currency,snapshotId
SIM-A0021,2026-09-19,855000.00,-10000.00,845000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0021,2026-09-20,845000.00,0.00,845000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0021,2026-09-21,845000.00,0.00,845000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0021,2026-09-22,845000.00,0.00,845000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0021,2026-09-23,845000.00,0.00,845000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0021,2026-09-24,845000.00,15000.00,860000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0021,2026-09-25,860000.00,0.00,860000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0021,2026-09-26,860000.00,0.00,860000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0021,2026-09-27,860000.00,0.00,860000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0021,2026-09-28,860000.00,-20000.00,840000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0021,2026-09-29,840000.00,0.00,840000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0021,2026-09-30,840000.00,0.00,840000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0022,2026-09-01,120000.00,0.00,120000.00,USD,SIM-SNAPSHOT-20261001
SIM-A0022,2026-09-02,120000.00,0.00,120000.00,USD,SIM-SNAPSHOT-20261001
SIM-A0022,2026-09-03,120000.00,0.00,120000.00,USD,SIM-SNAPSHOT-20261001
SIM-A0022,2026-09-04,120000.00,0.00,120000.00,USD,SIM-SNAPSHOT-20261001
SIM-A0022,2026-09-05,120000.00,0.00,120000.00,USD,SIM-SNAPSHOT-20261001
SIM-A0022,2026-09-06,120000.00,0.00,120000.00,USD,SIM-SNAPSHOT-20261001
SIM-A0022,2026-09-07,120000.00,0.00,120000.00,USD,SIM-SNAPSHOT-20261001
SIM-A0022,2026-09-08,120000.00,0.00,120000.00,USD,SIM-SNAPSHOT-20261001
SIM-A0022,2026-09-09,120000.00,0.00,120000.00,USD,SIM-SNAPSHOT-20261001
SIM-A0022,2026-09-10,120000.00,0.00,120000.00,USD,SIM-SNAPSHOT-20261001
SIM-A0022,2026-09-11,120000.00,0.00,120000.00,USD,SIM-SNAPSHOT-20261001
SIM-A0022,2026-09-12,120000.00,0.00,120000.00,USD,SIM-SNAPSHOT-20261001
SIM-A0022,2026-09-13,120000.00,0.00,120000.00,USD,SIM-SNAPSHOT-20261001
SIM-A0022,2026-09-14,120000.00,0.00,120000.00,USD,SIM-SNAPSHOT-20261001
SIM-A0022,2026-09-15,120000.00,0.00,120000.00,USD,SIM-SNAPSHOT-20261001
SIM-A0022,2026-09-16,120000.00,0.00,120000.00,USD,SIM-SNAPSHOT-20261001
SIM-A0022,2026-09-17,120000.00,0.00,120000.00,USD,SIM-SNAPSHOT-20261001
SIM-A0022,2026-09-18,120000.00,0.00,120000.00,USD,SIM-SNAPSHOT-20261001
SIM-A0022,2026-09-19,120000.00,0.00,120000.00,USD,SIM-SNAPSHOT-20261001
SIM-A0022,2026-09-20,120000.00,0.00,120000.00,USD,SIM-SNAPSHOT-20261001
SIM-A0022,2026-09-21,120000.00,0.00,120000.00,USD,SIM-SNAPSHOT-20261001
SIM-A0022,2026-09-22,120000.00,0.00,120000.00,USD,SIM-SNAPSHOT-20261001
SIM-A0022,2026-09-23,120000.00,0.00,120000.00,USD,SIM-SNAPSHOT-20261001
SIM-A0022,2026-09-24,120000.00,0.00,120000.00,USD,SIM-SNAPSHOT-20261001
SIM-A0022,2026-09-25,120000.00,0.00,120000.00,USD,SIM-SNAPSHOT-20261001
SIM-A0022,2026-09-26,120000.00,0.00,120000.00,USD,SIM-SNAPSHOT-20261001
SIM-A0022,2026-09-27,120000.00,0.00,120000.00,USD,SIM-SNAPSHOT-20261001
SIM-A0022,2026-09-28,120000.00,0.00,120000.00,USD,SIM-SNAPSHOT-20261001
SIM-A0022,2026-09-29,120000.00,0.00,120000.00,USD,SIM-SNAPSHOT-20261001
SIM-A0022,2026-09-30,120000.00,0.00,120000.00,USD,SIM-SNAPSHOT-20261001
SIM-A0031,2026-09-01,2100000.00,0.00,2100000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0031,2026-09-02,2100000.00,0.00,2100000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0031,2026-09-03,2100000.00,0.00,2100000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0031,2026-09-04,2100000.00,20000.00,2120000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0031,2026-09-05,2120000.00,0.00,2120000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0031,2026-09-06,2120000.00,0.00,2120000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0031,2026-09-07,2120000.00,0.00,2120000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0031,2026-09-08,2120000.00,-5000.00,2115000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0031,2026-09-09,2115000.00,0.00,2115000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0031,2026-09-10,2115000.00,0.00,2115000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0031,2026-09-11,2115000.00,0.00,2115000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0031,2026-09-12,2115000.00,0.00,2115000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0031,2026-09-13,2115000.00,0.00,2115000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0031,2026-09-14,2115000.00,40000.00,2155000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0031,2026-09-15,2155000.00,0.00,2155000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0031,2026-09-16,2155000.00,0.00,2155000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0031,2026-09-17,2155000.00,0.00,2155000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0031,2026-09-18,2155000.00,0.00,2155000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0031,2026-09-19,2155000.00,-10000.00,2145000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0031,2026-09-20,2145000.00,0.00,2145000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0031,2026-09-21,2145000.00,0.00,2145000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0031,2026-09-22,2145000.00,0.00,2145000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0031,2026-09-23,2145000.00,0.00,2145000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0031,2026-09-24,2145000.00,15000.00,2160000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0031,2026-09-25,2160000.00,0.00,2160000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0031,2026-09-26,2160000.00,0.00,2160000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0031,2026-09-27,2160000.00,0.00,2160000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0031,2026-09-28,2160000.00,-20000.00,2140000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0031,2026-09-29,2140000.00,0.00,2140000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0031,2026-09-30,2140000.00,0.00,2140000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0032,2026-09-01,900000.00,0.00,900000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0032,2026-09-02,900000.00,0.00,900000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0032,2026-09-03,900000.00,0.00,900000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0032,2026-09-04,900000.00,0.00,900000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0032,2026-09-05,900000.00,0.00,900000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0032,2026-09-06,900000.00,0.00,900000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0032,2026-09-07,900000.00,0.00,900000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0032,2026-09-08,900000.00,0.00,900000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0032,2026-09-09,900000.00,0.00,900000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0032,2026-09-10,900000.00,0.00,900000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0032,2026-09-11,900000.00,0.00,900000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0032,2026-09-12,900000.00,0.00,900000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0032,2026-09-13,900000.00,0.00,900000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0032,2026-09-14,900000.00,0.00,900000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0032,2026-09-15,900000.00,0.00,900000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0032,2026-09-16,900000.00,0.00,900000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0032,2026-09-17,900000.00,0.00,900000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0032,2026-09-18,900000.00,0.00,900000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0032,2026-09-19,900000.00,0.00,900000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0032,2026-09-20,900000.00,0.00,900000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0032,2026-09-21,900000.00,0.00,900000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0032,2026-09-22,900000.00,0.00,900000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0032,2026-09-23,900000.00,0.00,900000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0032,2026-09-24,900000.00,0.00,900000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0032,2026-09-25,900000.00,0.00,900000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0032,2026-09-26,900000.00,0.00,900000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0032,2026-09-27,900000.00,0.00,900000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0032,2026-09-28,900000.00,0.00,900000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0032,2026-09-29,900000.00,0.00,900000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0032,2026-09-30,900000.00,0.00,900000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0041,2026-09-01,600000.00,0.00,600000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0041,2026-09-02,600000.00,0.00,600000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0041,2026-09-03,600000.00,0.00,600000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0041,2026-09-04,600000.00,20000.00,620000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0041,2026-09-05,620000.00,0.00,620000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0041,2026-09-06,620000.00,0.00,620000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0041,2026-09-07,620000.00,0.00,620000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0041,2026-09-08,620000.00,-5000.00,615000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0041,2026-09-09,615000.00,0.00,615000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0041,2026-09-10,615000.00,0.00,615000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0041,2026-09-11,615000.00,0.00,615000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0041,2026-09-12,615000.00,0.00,615000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0041,2026-09-13,615000.00,0.00,615000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0041,2026-09-14,615000.00,40000.00,655000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0041,2026-09-15,655000.00,0.00,655000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0041,2026-09-16,655000.00,0.00,655000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0041,2026-09-17,655000.00,0.00,655000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0041,2026-09-18,655000.00,0.00,655000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0041,2026-09-19,655000.00,-10000.00,645000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0041,2026-09-20,645000.00,0.00,645000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0041,2026-09-21,645000.00,0.00,645000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0041,2026-09-22,645000.00,0.00,645000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0041,2026-09-23,645000.00,0.00,645000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0041,2026-09-24,645000.00,15000.00,660000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0041,2026-09-25,660000.00,0.00,660000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0041,2026-09-26,660000.00,0.00,660000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0041,2026-09-27,660000.00,0.00,660000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0041,2026-09-28,660000.00,-20000.00,640000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0041,2026-09-29,640000.00,0.00,640000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0041,2026-09-30,640000.00,0.00,640000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0042,2026-09-01,300000.00,0.00,300000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0042,2026-09-02,300000.00,0.00,300000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0042,2026-09-03,300000.00,0.00,300000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0042,2026-09-04,300000.00,0.00,300000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0042,2026-09-05,300000.00,0.00,300000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0042,2026-09-06,300000.00,0.00,300000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0042,2026-09-07,300000.00,0.00,300000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0042,2026-09-08,300000.00,0.00,300000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0042,2026-09-09,300000.00,0.00,300000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0042,2026-09-10,300000.00,0.00,300000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0042,2026-09-11,300000.00,0.00,300000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0042,2026-09-12,300000.00,0.00,300000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0042,2026-09-13,300000.00,0.00,300000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0042,2026-09-14,300000.00,0.00,300000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0042,2026-09-15,300000.00,0.00,300000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0042,2026-09-16,300000.00,0.00,300000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0042,2026-09-17,300000.00,0.00,300000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0042,2026-09-18,300000.00,0.00,300000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0042,2026-09-19,300000.00,0.00,300000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0042,2026-09-20,300000.00,0.00,300000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0042,2026-09-21,300000.00,0.00,300000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0042,2026-09-22,300000.00,0.00,300000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0042,2026-09-23,300000.00,0.00,300000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0042,2026-09-24,300000.00,0.00,300000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0042,2026-09-25,300000.00,0.00,300000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0042,2026-09-26,300000.00,0.00,300000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0042,2026-09-27,300000.00,0.00,300000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0042,2026-09-28,300000.00,0.00,300000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0042,2026-09-29,300000.00,0.00,300000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0042,2026-09-30,300000.00,0.00,300000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0051,2026-09-01,1800000.00,0.00,1800000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0051,2026-09-02,1800000.00,0.00,1800000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0051,2026-09-03,1800000.00,0.00,1800000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0051,2026-09-04,1800000.00,20000.00,1820000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0051,2026-09-05,1820000.00,0.00,1820000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0051,2026-09-06,1820000.00,0.00,1820000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0051,2026-09-07,1820000.00,0.00,1820000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0051,2026-09-08,1820000.00,-5000.00,1815000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0051,2026-09-09,1815000.00,0.00,1815000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0051,2026-09-10,1815000.00,0.00,1815000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0051,2026-09-11,1815000.00,0.00,1815000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0051,2026-09-12,1815000.00,0.00,1815000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0051,2026-09-13,1815000.00,0.00,1815000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0051,2026-09-14,1815000.00,40000.00,1855000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0051,2026-09-15,1855000.00,0.00,1855000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0051,2026-09-16,1855000.00,0.00,1855000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0051,2026-09-17,1855000.00,0.00,1855000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0051,2026-09-18,1855000.00,0.00,1855000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0051,2026-09-19,1855000.00,-10000.00,1845000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0051,2026-09-20,1845000.00,0.00,1845000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0051,2026-09-21,1845000.00,0.00,1845000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0051,2026-09-22,1845000.00,0.00,1845000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0051,2026-09-23,1845000.00,0.00,1845000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0051,2026-09-24,1845000.00,15000.00,1860000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0051,2026-09-25,1860000.00,0.00,1860000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0051,2026-09-26,1860000.00,0.00,1860000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0051,2026-09-27,1860000.00,0.00,1860000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0051,2026-09-28,1860000.00,-20000.00,1840000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0051,2026-09-29,1840000.00,0.00,1840000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0051,2026-09-30,1840000.00,0.00,1840000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0052,2026-09-01,700000.00,0.00,700000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0052,2026-09-02,700000.00,0.00,700000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0052,2026-09-03,700000.00,0.00,700000.00,CNY,SIM-SNAPSHOT-20261001
SIM-A0052,2026-09-04,700000.00,0.00,700000.00,CNY,SIM-SNAPSHOT-20261001
